chutes,ladders,board_type,exact_roll,board_num,game_length,frequency
9,10,random,0,24,39,8
9,10,random,0,24,19,28
9,10,random,0,24,48,9
9,10,random,0,24,52,7
9,10,random,0,24,37,11
9,10,random,0,24,53,6
9,10,random,0,24,35,18
9,10,random,0,24,31,17
9,10,random,0,24,10,27
9,10,random,0,24,9,15
9,10,random,0,24,45,9
9,10,random,0,24,26,17
9,10,random,0,24,24,19
9,10,random,0,24,81,2
9,10,random,0,24,59,5
9,10,random,0,24,18,22
9,10,random,0,24,76,3
9,10,random,0,24,58,3
9,10,random,0,24,36,13
9,10,random,0,24,30,17
9,10,random,0,24,8,2
9,10,random,0,24,44,10
9,10,random,0,24,89,1
9,10,random,0,24,22,25
9,10,random,0,24,25,22
9,10,random,0,24,74,2
9,10,random,0,24,42,11
9,10,random,0,24,50,6
9,10,random,0,24,57,4
9,10,random,0,24,83,2
9,10,random,0,24,47,8
9,10,random,0,24,91,2
9,10,random,0,24,66,1
9,10,random,0,24,29,15
9,10,random,0,24,62,4
9,10,random,0,24,46,4
9,10,random,0,24,63,5
9,10,random,0,24,65,3
9,10,random,0,24,67,2
9,10,random,0,24,103,1
9,10,random,0,24,55,3
9,10,random,0,24,61,2
9,10,random,0,24,104,1
9,10,random,0,24,56,4
9,10,random,0,24,73,3
9,10,random,0,24,102,2
9,10,random,0,24,84,3
9,10,random,0,24,78,2
9,10,random,0,24,38,5
9,10,random,0,24,87,1
9,10,random,0,24,147,2
9,10,random,0,24,43,5
9,10,random,0,24,49,3
9,10,random,0,24,41,6
9,10,random,0,24,70,1
9,10,random,0,24,68,4
9,10,random,0,24,69,2
9,10,random,0,24,80,3
9,10,random,0,24,164,1
9,10,random,0,24,60,2
9,10,random,0,24,97,1
9,10,random,0,24,82,1
9,10,random,0,24,93,2
9,10,random,0,24,129,1
9,10,random,0,24,92,2
9,10,random,0,24,201,1
9,10,random,0,24,64,4
9,10,random,0,24,118,1
9,10,random,0,25,31,30
9,10,random,0,25,12,30
9,10,random,0,25,15,25
9,10,random,0,25,54,4
9,10,random,0,25,34,29
9,10,random,0,25,23,38
9,10,random,0,25,26,35
9,10,random,0,25,45,10
9,10,random,0,25,13,27
9,10,random,0,25,29,34
9,10,random,0,25,16,26
9,10,random,0,25,78,2
9,10,random,0,25,64,3
9,10,random,0,25,42,7
9,10,random,0,25,22,33
9,10,random,0,25,25,21
9,10,random,0,25,30,22
9,10,random,0,25,10,24
9,10,random,0,25,20,34
9,10,random,0,25,43,7
9,10,random,0,25,11,27
9,10,random,0,25,55,3
9,10,random,0,25,41,11
9,10,random,0,25,17,38
9,10,random,0,25,27,23
9,10,random,0,25,35,20
9,10,random,0,25,51,10
9,10,random,0,25,46,9
9,10,random,0,25,60,2
9,10,random,0,25,36,14
9,10,random,0,25,28,25
9,10,random,0,25,53,6
9,10,random,0,25,72,4
9,10,random,0,25,21,29
9,10,random,0,25,19,33
9,10,random,0,25,9,8
9,10,random,0,25,38,13
9,10,random,0,25,14,29
9,10,random,0,25,37,13
9,10,random,0,25,39,9
9,10,random,0,25,77,1
9,10,random,0,25,44,7
9,10,random,0,25,24,30
9,10,random,0,25,50,7
9,10,random,0,25,62,6
9,10,random,0,25,32,17
9,10,random,0,25,70,4
9,10,random,0,25,18,31
9,10,random,0,25,88,3
9,10,random,0,25,47,13
9,10,random,0,25,48,8
9,10,random,0,25,33,14
9,10,random,0,25,40,5
9,10,random,0,25,56,8
9,10,random,0,25,59,4
9,10,random,0,25,87,2
9,10,random,0,25,79,3
9,10,random,0,25,8,5
9,10,random,0,25,82,2
9,10,random,0,25,99,2
9,10,random,0,25,49,9
9,10,random,0,25,74,2
9,10,random,0,25,94,2
9,10,random,0,25,102,3
9,10,random,0,25,97,1
9,10,random,0,25,92,4
9,10,random,0,25,71,2
9,10,random,0,25,93,1
9,10,random,0,25,75,1
9,10,random,0,25,96,1
9,10,random,0,25,58,2
9,10,random,0,25,68,3
9,10,random,0,25,65,1
9,10,random,0,25,69,2
9,10,random,0,25,57,3
9,10,random,0,25,52,2
9,10,random,0,25,66,2
9,10,random,0,25,73,2
9,10,random,0,25,81,4
9,10,random,0,25,85,2
9,10,random,0,25,84,1
9,10,random,0,25,61,3
9,10,random,0,25,106,1
9,10,random,0,25,63,2
9,10,random,0,25,110,2
9,10,random,0,25,146,1
9,10,random,0,25,95,1
9,10,random,0,25,91,1
9,10,random,0,26,6,76
9,10,random,0,26,17,35
9,10,random,0,26,31,17
9,10,random,0,26,5,105
9,10,random,0,26,10,28
9,10,random,0,26,15,39
9,10,random,0,26,12,30
9,10,random,0,26,13,38
9,10,random,0,26,25,22
9,10,random,0,26,20,25
9,10,random,0,26,29,10
9,10,random,0,26,51,5
9,10,random,0,26,4,51
9,10,random,0,26,60,3
9,10,random,0,26,48,8
9,10,random,0,26,22,15
9,10,random,0,26,39,8
9,10,random,0,26,52,5
9,10,random,0,26,11,28
9,10,random,0,26,16,34
9,10,random,0,26,57,5
9,10,random,0,26,68,2
9,10,random,0,26,21,20
9,10,random,0,26,7,32
9,10,random,0,26,27,17
9,10,random,0,26,30,12
9,10,random,0,26,33,10
9,10,random,0,26,75,1
9,10,random,0,26,14,44
9,10,random,0,26,19,19
9,10,random,0,26,46,9
9,10,random,0,26,9,23
9,10,random,0,26,35,7
9,10,random,0,26,24,20
9,10,random,0,26,8,18
9,10,random,0,26,50,7
9,10,random,0,26,23,26
9,10,random,0,26,26,10
9,10,random,0,26,45,8
9,10,random,0,26,81,1
9,10,random,0,26,44,11
9,10,random,0,26,37,3
9,10,random,0,26,42,3
9,10,random,0,26,36,9
9,10,random,0,26,62,3
9,10,random,0,26,32,12
9,10,random,0,26,18,17
9,10,random,0,26,63,1
9,10,random,0,26,99,1
9,10,random,0,26,67,1
9,10,random,0,26,34,5
9,10,random,0,26,55,1
9,10,random,0,26,61,1
9,10,random,0,26,43,3
9,10,random,0,26,28,19
9,10,random,0,26,69,2
9,10,random,0,26,64,2
9,10,random,0,26,47,4
9,10,random,0,26,38,3
9,10,random,0,26,49,3
9,10,random,0,26,53,1
9,10,random,0,26,91,1
9,10,random,0,26,54,2
9,10,random,0,26,56,3
9,10,random,0,26,223,1
9,10,random,0,26,41,4
9,10,random,0,26,66,1
9,10,random,0,26,40,4
9,10,random,0,26,82,2
9,10,random,0,26,93,1
9,10,random,0,26,70,1
9,10,random,0,26,94,1
9,10,random,0,26,89,1
9,10,random,0,27,64,10
9,10,random,0,27,22,17
9,10,random,0,27,8,34
9,10,random,0,27,45,5
9,10,random,0,27,85,4
9,10,random,0,27,6,103
9,10,random,0,27,9,14
9,10,random,0,27,14,26
9,10,random,0,27,13,31
9,10,random,0,27,37,8
9,10,random,0,27,68,4
9,10,random,0,27,166,3
9,10,random,0,27,18,14
9,10,random,0,27,29,18
9,10,random,0,27,5,90
9,10,random,0,27,7,51
9,10,random,0,27,60,2
9,10,random,0,27,56,4
9,10,random,0,27,32,8
9,10,random,0,27,12,19
9,10,random,0,27,76,4
9,10,random,0,27,131,1
9,10,random,0,27,24,19
9,10,random,0,27,20,18
9,10,random,0,27,10,16
9,10,random,0,27,16,19
9,10,random,0,27,11,12
9,10,random,0,27,47,9
9,10,random,0,27,44,9
9,10,random,0,27,109,1
9,10,random,0,27,28,13
9,10,random,0,27,19,12
9,10,random,0,27,61,4
9,10,random,0,27,74,2
9,10,random,0,27,57,5
9,10,random,0,27,34,11
9,10,random,0,27,43,9
9,10,random,0,27,82,4
9,10,random,0,27,41,5
9,10,random,0,27,27,16
9,10,random,0,27,50,4
9,10,random,0,27,25,13
9,10,random,0,27,130,1
9,10,random,0,27,35,14
9,10,random,0,27,23,6
9,10,random,0,27,31,16
9,10,random,0,27,99,1
9,10,random,0,27,40,9
9,10,random,0,27,26,21
9,10,random,0,27,15,22
9,10,random,0,27,39,14
9,10,random,0,27,125,1
9,10,random,0,27,103,2
9,10,random,0,27,36,14
9,10,random,0,27,52,5
9,10,random,0,27,94,4
9,10,random,0,27,30,13
9,10,random,0,27,180,1
9,10,random,0,27,71,5
9,10,random,0,27,65,5
9,10,random,0,27,96,2
9,10,random,0,27,62,4
9,10,random,0,27,79,3
9,10,random,0,27,81,5
9,10,random,0,27,17,14
9,10,random,0,27,160,1
9,10,random,0,27,116,1
9,10,random,0,27,120,1
9,10,random,0,27,129,2
9,10,random,0,27,58,6
9,10,random,0,27,168,1
9,10,random,0,27,33,7
9,10,random,0,27,53,6
9,10,random,0,27,110,1
9,10,random,0,27,75,2
9,10,random,0,27,38,5
9,10,random,0,27,91,3
9,10,random,0,27,49,7
9,10,random,0,27,73,4
9,10,random,0,27,72,3
9,10,random,0,27,97,1
9,10,random,0,27,66,3
9,10,random,0,27,42,8
9,10,random,0,27,127,1
9,10,random,0,27,51,2
9,10,random,0,27,108,1
9,10,random,0,27,84,3
9,10,random,0,27,83,4
9,10,random,0,27,59,8
9,10,random,0,27,80,2
9,10,random,0,27,111,1
9,10,random,0,27,54,2
9,10,random,0,27,415,1
9,10,random,0,27,106,1
9,10,random,0,27,48,4
9,10,random,0,27,112,1
9,10,random,0,27,21,7
9,10,random,0,27,46,6
9,10,random,0,27,77,3
9,10,random,0,27,128,1
9,10,random,0,27,95,2
9,10,random,0,27,89,1
9,10,random,0,27,105,1
9,10,random,0,27,69,1
9,10,random,0,27,132,1
9,10,random,0,27,197,1
9,10,random,0,27,92,2
9,10,random,0,27,88,1
9,10,random,0,27,98,1
9,10,random,0,27,115,2
9,10,random,0,27,123,1
9,10,random,0,27,113,1
9,10,random,0,27,67,1
9,10,random,0,27,107,1
9,10,random,0,27,157,1
9,10,random,0,27,137,1
9,10,random,0,27,86,1
9,10,random,0,27,87,1
9,10,random,0,27,134,1
9,10,random,0,27,78,1
9,10,random,0,27,170,1
9,10,random,0,27,216,1
9,10,random,0,27,55,3
9,10,random,0,27,93,1
9,10,random,0,27,121,1
9,10,random,0,27,101,1
9,10,random,0,27,70,2
9,10,random,0,27,63,2
9,10,random,0,27,193,1
9,10,random,0,27,90,1
9,10,random,0,28,9,33
9,10,random,0,28,53,9
9,10,random,0,28,8,42
9,10,random,0,28,78,2
9,10,random,0,28,36,8
9,10,random,0,28,32,11
9,10,random,0,28,13,57
9,10,random,0,28,23,23
9,10,random,0,28,22,26
9,10,random,0,28,18,47
9,10,random,0,28,28,13
9,10,random,0,28,24,16
9,10,random,0,28,94,1
9,10,random,0,28,44,3
9,10,random,0,28,27,16
9,10,random,0,28,68,2
9,10,random,0,28,10,36
9,10,random,0,28,29,17
9,10,random,0,28,15,34
9,10,random,0,28,14,32
9,10,random,0,28,16,42
9,10,random,0,28,17,35
9,10,random,0,28,86,2
9,10,random,0,28,33,14
9,10,random,0,28,20,33
9,10,random,0,28,38,12
9,10,random,0,28,26,29
9,10,random,0,28,63,3
9,10,random,0,28,45,9
9,10,random,0,28,95,1
9,10,random,0,28,56,4
9,10,random,0,28,30,19
9,10,random,0,28,42,8
9,10,random,0,28,31,14
9,10,random,0,28,25,17
9,10,random,0,28,62,3
9,10,random,0,28,39,6
9,10,random,0,28,57,4
9,10,random,0,28,7,16
9,10,random,0,28,35,10
9,10,random,0,28,19,34
9,10,random,0,28,89,2
9,10,random,0,28,54,2
9,10,random,0,28,43,13
9,10,random,0,28,65,3
9,10,random,0,28,34,10
9,10,random,0,28,11,44
9,10,random,0,28,12,48
9,10,random,0,28,6,7
9,10,random,0,28,37,11
9,10,random,0,28,47,4
9,10,random,0,28,67,5
9,10,random,0,28,66,2
9,10,random,0,28,64,2
9,10,random,0,28,80,1
9,10,random,0,28,69,1
9,10,random,0,28,41,10
9,10,random,0,28,52,4
9,10,random,0,28,48,4
9,10,random,0,28,87,1
9,10,random,0,28,40,6
9,10,random,0,28,46,7
9,10,random,0,28,21,20
9,10,random,0,28,59,5
9,10,random,0,28,60,3
9,10,random,0,28,61,6
9,10,random,0,28,71,3
9,10,random,0,28,49,5
9,10,random,0,28,50,6
9,10,random,0,28,91,1
9,10,random,0,28,51,3
9,10,random,0,28,79,1
9,10,random,0,28,58,2
9,10,random,0,28,84,1
9,10,random,0,28,126,1
9,10,random,0,28,93,1
9,10,random,0,28,100,1
9,10,random,0,28,70,1
9,10,random,0,28,92,1
9,10,random,0,28,98,1
9,10,random,0,28,55,1
9,10,random,0,28,74,1
9,10,random,0,28,123,1
9,10,random,0,28,85,1
9,10,random,0,28,121,1
9,10,random,0,28,129,1
9,10,random,0,28,103,1
9,10,random,0,28,77,1
9,10,random,0,29,6,14
9,10,random,0,29,63,7
9,10,random,0,29,3,52
9,10,random,0,29,138,1
9,10,random,0,29,69,9
9,10,random,0,29,67,7
9,10,random,0,29,101,2
9,10,random,0,29,49,11
9,10,random,0,29,56,7
9,10,random,0,29,134,5
9,10,random,0,29,5,19
9,10,random,0,29,158,4
9,10,random,0,29,75,5
9,10,random,0,29,25,10
9,10,random,0,29,77,1
9,10,random,0,29,4,46
9,10,random,0,29,73,4
9,10,random,0,29,324,1
9,10,random,0,29,17,10
9,10,random,0,29,12,15
9,10,random,0,29,105,2
9,10,random,0,29,43,6
9,10,random,0,29,269,2
9,10,random,0,29,9,18
9,10,random,0,29,83,5
9,10,random,0,29,22,11
9,10,random,0,29,152,3
9,10,random,0,29,10,10
9,10,random,0,29,20,7
9,10,random,0,29,47,7
9,10,random,0,29,42,7
9,10,random,0,29,34,15
9,10,random,0,29,79,4
9,10,random,0,29,206,2
9,10,random,0,29,87,4
9,10,random,0,29,50,8
9,10,random,0,29,99,3
9,10,random,0,29,54,8
9,10,random,0,29,128,2
9,10,random,0,29,21,11
9,10,random,0,29,57,5
9,10,random,0,29,38,3
9,10,random,0,29,7,8
9,10,random,0,29,11,15
9,10,random,0,29,8,14
9,10,random,0,29,86,4
9,10,random,0,29,35,8
9,10,random,0,29,46,9
9,10,random,0,29,135,1
9,10,random,0,29,53,8
9,10,random,0,29,129,2
9,10,random,0,29,59,4
9,10,random,0,29,151,2
9,10,random,0,29,26,15
9,10,random,0,29,80,2
9,10,random,0,29,74,6
9,10,random,0,29,40,9
9,10,random,0,29,82,6
9,10,random,0,29,178,3
9,10,random,0,29,51,7
9,10,random,0,29,147,3
9,10,random,0,29,62,5
9,10,random,0,29,58,6
9,10,random,0,29,112,2
9,10,random,0,29,41,10
9,10,random,0,29,97,4
9,10,random,0,29,88,2
9,10,random,0,29,61,5
9,10,random,0,29,255,1
9,10,random,0,29,84,4
9,10,random,0,29,91,2
9,10,random,0,29,72,8
9,10,random,0,29,120,2
9,10,random,0,29,16,7
9,10,random,0,29,106,3
9,10,random,0,29,225,1
9,10,random,0,29,55,8
9,10,random,0,29,131,2
9,10,random,0,29,68,5
9,10,random,0,29,31,9
9,10,random,0,29,155,2
9,10,random,0,29,13,12
9,10,random,0,29,576,1
9,10,random,0,29,27,10
9,10,random,0,29,15,13
9,10,random,0,29,92,8
9,10,random,0,29,96,3
9,10,random,0,29,81,4
9,10,random,0,29,76,6
9,10,random,0,29,64,9
9,10,random,0,29,66,4
9,10,random,0,29,142,3
9,10,random,0,29,125,1
9,10,random,0,29,33,6
9,10,random,0,29,196,1
9,10,random,0,29,45,6
9,10,random,0,29,52,8
9,10,random,0,29,167,2
9,10,random,0,29,39,5
9,10,random,0,29,149,2
9,10,random,0,29,173,1
9,10,random,0,29,110,3
9,10,random,0,29,70,7
9,10,random,0,29,109,5
9,10,random,0,29,37,8
9,10,random,0,29,160,2
9,10,random,0,29,48,11
9,10,random,0,29,89,3
9,10,random,0,29,30,6
9,10,random,0,29,29,10
9,10,random,0,29,124,1
9,10,random,0,29,144,5
9,10,random,0,29,60,5
9,10,random,0,29,139,2
9,10,random,0,29,189,1
9,10,random,0,29,240,1
9,10,random,0,29,28,9
9,10,random,0,29,186,3
9,10,random,0,29,130,4
9,10,random,0,29,118,1
9,10,random,0,29,156,1
9,10,random,0,29,193,1
9,10,random,0,29,36,7
9,10,random,0,29,14,12
9,10,random,0,29,145,2
9,10,random,0,29,123,2
9,10,random,0,29,19,3
9,10,random,0,29,127,2
9,10,random,0,29,175,2
9,10,random,0,29,93,4
9,10,random,0,29,154,3
9,10,random,0,29,261,1
9,10,random,0,29,168,3
9,10,random,0,29,95,3
9,10,random,0,29,162,2
9,10,random,0,29,122,3
9,10,random,0,29,100,3
9,10,random,0,29,90,3
9,10,random,0,29,108,2
9,10,random,0,29,107,5
9,10,random,0,29,24,10
9,10,random,0,29,304,1
9,10,random,0,29,104,5
9,10,random,0,29,18,8
9,10,random,0,29,102,2
9,10,random,0,29,115,4
9,10,random,0,29,171,2
9,10,random,0,29,65,8
9,10,random,0,29,44,3
9,10,random,0,29,243,1
9,10,random,0,29,23,11
9,10,random,0,29,32,10
9,10,random,0,29,157,2
9,10,random,0,29,174,2
9,10,random,0,29,133,3
9,10,random,0,29,98,4
9,10,random,0,29,218,1
9,10,random,0,29,200,1
9,10,random,0,29,210,1
9,10,random,0,29,180,2
9,10,random,0,29,199,2
9,10,random,0,29,132,2
9,10,random,0,29,143,2
9,10,random,0,29,113,4
9,10,random,0,29,164,1
9,10,random,0,29,283,1
9,10,random,0,29,185,2
9,10,random,0,29,197,2
9,10,random,0,29,266,1
9,10,random,0,29,137,1
9,10,random,0,29,213,1
9,10,random,0,29,165,1
9,10,random,0,29,161,1
9,10,random,0,29,71,5
9,10,random,0,29,148,1
9,10,random,0,29,292,1
9,10,random,0,29,116,2
9,10,random,0,29,232,1
9,10,random,0,29,78,2
9,10,random,0,29,146,2
9,10,random,0,29,268,1
9,10,random,0,29,222,1
9,10,random,0,29,205,2
9,10,random,0,29,195,1
9,10,random,0,29,103,3
9,10,random,0,29,327,1
9,10,random,0,29,94,2
9,10,random,0,29,216,1
9,10,random,0,29,417,1
9,10,random,0,29,85,2
9,10,random,0,29,163,1
9,10,random,0,29,294,1
9,10,random,0,29,198,1
9,10,random,0,29,111,1
9,10,random,0,29,212,1
9,10,random,0,29,141,5
9,10,random,0,29,209,1
9,10,random,0,29,140,1
9,10,random,0,29,280,1
9,10,random,0,29,321,1
9,10,random,0,29,201,1
9,10,random,0,29,444,1
9,10,random,0,29,192,1
9,10,random,0,29,169,1
9,10,random,0,29,233,1
9,10,random,0,29,313,1
9,10,random,0,29,430,1
9,10,random,0,29,270,1
9,10,random,0,29,276,1
9,10,random,0,29,369,1
9,10,random,0,29,176,1
9,10,random,0,29,251,1
9,10,random,0,2,17,33
9,10,random,0,2,27,17
9,10,random,0,2,12,20
9,10,random,0,2,25,17
9,10,random,0,2,22,26
9,10,random,0,2,70,8
9,10,random,0,2,37,12
9,10,random,0,2,71,3
9,10,random,0,2,15,30
9,10,random,0,2,34,24
9,10,random,0,2,80,3
9,10,random,0,2,53,6
9,10,random,0,2,32,12
9,10,random,0,2,35,14
9,10,random,0,2,26,43
9,10,random,0,2,19,45
9,10,random,0,2,13,20
9,10,random,0,2,33,21
9,10,random,0,2,24,22
9,10,random,0,2,49,8
9,10,random,0,2,43,12
9,10,random,0,2,28,22
9,10,random,0,2,36,22
9,10,random,0,2,16,33
9,10,random,0,2,11,37
9,10,random,0,2,18,40
9,10,random,0,2,10,23
9,10,random,0,2,20,36
9,10,random,0,2,48,13
9,10,random,0,2,23,25
9,10,random,0,2,21,26
9,10,random,0,2,50,5
9,10,random,0,2,8,11
9,10,random,0,2,61,4
9,10,random,0,2,87,1
9,10,random,0,2,30,24
9,10,random,0,2,90,1
9,10,random,0,2,42,17
9,10,random,0,2,9,27
9,10,random,0,2,52,4
9,10,random,0,2,55,9
9,10,random,0,2,44,8
9,10,random,0,2,29,29
9,10,random,0,2,40,10
9,10,random,0,2,82,2
9,10,random,0,2,77,2
9,10,random,0,2,57,6
9,10,random,0,2,63,3
9,10,random,0,2,113,2
9,10,random,0,2,41,9
9,10,random,0,2,45,6
9,10,random,0,2,14,15
9,10,random,0,2,56,4
9,10,random,0,2,60,3
9,10,random,0,2,38,15
9,10,random,0,2,58,5
9,10,random,0,2,112,1
9,10,random,0,2,65,3
9,10,random,0,2,92,3
9,10,random,0,2,31,17
9,10,random,0,2,47,3
9,10,random,0,2,62,5
9,10,random,0,2,86,2
9,10,random,0,2,95,2
9,10,random,0,2,59,5
9,10,random,0,2,64,3
9,10,random,0,2,130,1
9,10,random,0,2,66,1
9,10,random,0,2,100,1
9,10,random,0,2,67,2
9,10,random,0,2,68,3
9,10,random,0,2,72,1
9,10,random,0,2,81,2
9,10,random,0,2,129,1
9,10,random,0,2,51,8
9,10,random,0,2,83,2
9,10,random,0,2,39,8
9,10,random,0,2,54,5
9,10,random,0,2,73,1
9,10,random,0,2,109,1
9,10,random,0,2,132,1
9,10,random,0,2,7,2
9,10,random,0,2,69,1
9,10,random,0,2,163,1
9,10,random,0,2,46,5
9,10,random,0,2,101,1
9,10,random,0,2,74,2
9,10,random,0,2,96,1
9,10,random,0,2,104,1
9,10,random,0,2,125,1
9,10,random,0,2,84,1
9,10,random,0,2,79,1
9,10,random,0,2,78,1
9,10,random,0,2,76,1
9,10,random,0,2,75,1
9,10,random,0,2,94,2
9,10,random,0,2,85,1
9,10,random,0,30,18,17
9,10,random,0,30,9,34
9,10,random,0,30,76,2
9,10,random,0,30,49,7
9,10,random,0,30,46,13
9,10,random,0,30,45,11
9,10,random,0,30,79,2
9,10,random,0,30,7,25
9,10,random,0,30,59,7
9,10,random,0,30,47,13
9,10,random,0,30,57,5
9,10,random,0,30,10,35
9,10,random,0,30,8,23
9,10,random,0,30,25,19
9,10,random,0,30,143,1
9,10,random,0,30,64,4
9,10,random,0,30,41,9
9,10,random,0,30,51,12
9,10,random,0,30,27,16
9,10,random,0,30,115,3
9,10,random,0,30,70,3
9,10,random,0,30,96,4
9,10,random,0,30,22,28
9,10,random,0,30,39,16
9,10,random,0,30,80,1
9,10,random,0,30,54,8
9,10,random,0,30,114,1
9,10,random,0,30,84,3
9,10,random,0,30,14,16
9,10,random,0,30,31,18
9,10,random,0,30,44,11
9,10,random,0,30,157,1
9,10,random,0,30,12,13
9,10,random,0,30,16,20
9,10,random,0,30,34,14
9,10,random,0,30,11,25
9,10,random,0,30,127,2
9,10,random,0,30,63,5
9,10,random,0,30,26,16
9,10,random,0,30,38,13
9,10,random,0,30,66,7
9,10,random,0,30,50,8
9,10,random,0,30,40,15
9,10,random,0,30,146,2
9,10,random,0,30,21,25
9,10,random,0,30,61,8
9,10,random,0,30,110,2
9,10,random,0,30,24,21
9,10,random,0,30,62,8
9,10,random,0,30,28,13
9,10,random,0,30,29,19
9,10,random,0,30,15,18
9,10,random,0,30,104,3
9,10,random,0,30,129,3
9,10,random,0,30,17,12
9,10,random,0,30,33,16
9,10,random,0,30,56,6
9,10,random,0,30,145,2
9,10,random,0,30,32,22
9,10,random,0,30,138,1
9,10,random,0,30,5,1
9,10,random,0,30,65,6
9,10,random,0,30,13,15
9,10,random,0,30,58,9
9,10,random,0,30,52,7
9,10,random,0,30,78,4
9,10,random,0,30,20,16
9,10,random,0,30,119,1
9,10,random,0,30,19,23
9,10,random,0,30,55,5
9,10,random,0,30,141,1
9,10,random,0,30,6,12
9,10,random,0,30,69,4
9,10,random,0,30,37,18
9,10,random,0,30,116,3
9,10,random,0,30,100,4
9,10,random,0,30,68,8
9,10,random,0,30,203,1
9,10,random,0,30,97,1
9,10,random,0,30,30,13
9,10,random,0,30,88,3
9,10,random,0,30,53,10
9,10,random,0,30,23,20
9,10,random,0,30,35,16
9,10,random,0,30,82,5
9,10,random,0,30,42,12
9,10,random,0,30,36,9
9,10,random,0,30,81,3
9,10,random,0,30,85,2
9,10,random,0,30,107,2
9,10,random,0,30,71,3
9,10,random,0,30,169,1
9,10,random,0,30,117,2
9,10,random,0,30,43,13
9,10,random,0,30,60,3
9,10,random,0,30,83,4
9,10,random,0,30,77,1
9,10,random,0,30,99,2
9,10,random,0,30,206,1
9,10,random,0,30,225,1
9,10,random,0,30,48,9
9,10,random,0,30,113,1
9,10,random,0,30,105,1
9,10,random,0,30,162,1
9,10,random,0,30,112,1
9,10,random,0,30,153,1
9,10,random,0,30,75,3
9,10,random,0,30,177,1
9,10,random,0,30,130,1
9,10,random,0,30,102,1
9,10,random,0,30,72,1
9,10,random,0,30,67,3
9,10,random,0,30,161,1
9,10,random,0,30,106,2
9,10,random,0,30,154,1
9,10,random,0,30,87,1
9,10,random,0,30,73,1
9,10,random,0,30,91,1
9,10,random,0,30,109,1
9,10,random,0,30,122,1
9,10,random,0,30,156,1
9,10,random,0,30,135,1
9,10,random,0,30,150,1
9,10,random,0,30,123,1
9,10,random,0,30,103,1
9,10,random,0,30,86,1
9,10,random,0,30,94,1
9,10,random,0,30,90,1
9,10,random,0,30,95,1
9,10,random,0,30,149,1
9,10,random,0,30,191,1
9,10,random,0,30,182,1
9,10,random,0,30,137,1
9,10,random,0,30,92,1
9,10,random,0,30,142,1
9,10,random,0,31,56,6
9,10,random,0,31,19,47
9,10,random,0,31,54,6
9,10,random,0,31,42,7
9,10,random,0,31,25,30
9,10,random,0,31,41,8
9,10,random,0,31,22,41
9,10,random,0,31,13,45
9,10,random,0,31,55,6
9,10,random,0,31,15,45
9,10,random,0,31,16,61
9,10,random,0,31,37,17
9,10,random,0,31,36,13
9,10,random,0,31,73,1
9,10,random,0,31,26,31
9,10,random,0,31,24,28
9,10,random,0,31,17,70
9,10,random,0,31,28,24
9,10,random,0,31,58,3
9,10,random,0,31,38,9
9,10,random,0,31,32,15
9,10,random,0,31,33,15
9,10,random,0,31,35,19
9,10,random,0,31,34,18
9,10,random,0,31,27,33
9,10,random,0,31,18,38
9,10,random,0,31,23,24
9,10,random,0,31,31,21
9,10,random,0,31,59,2
9,10,random,0,31,103,1
9,10,random,0,31,40,9
9,10,random,0,31,81,1
9,10,random,0,31,21,23
9,10,random,0,31,20,32
9,10,random,0,31,52,7
9,10,random,0,31,11,12
9,10,random,0,31,12,26
9,10,random,0,31,14,37
9,10,random,0,31,10,12
9,10,random,0,31,60,2
9,10,random,0,31,49,5
9,10,random,0,31,29,17
9,10,random,0,31,84,2
9,10,random,0,31,51,9
9,10,random,0,31,48,5
9,10,random,0,31,64,4
9,10,random,0,31,44,7
9,10,random,0,31,80,2
9,10,random,0,31,47,10
9,10,random,0,31,65,3
9,10,random,0,31,109,2
9,10,random,0,31,101,1
9,10,random,0,31,43,5
9,10,random,0,31,9,5
9,10,random,0,31,30,14
9,10,random,0,31,113,1
9,10,random,0,31,46,7
9,10,random,0,31,45,6
9,10,random,0,31,68,3
9,10,random,0,31,75,1
9,10,random,0,31,53,3
9,10,random,0,31,82,1
9,10,random,0,31,57,6
9,10,random,0,31,62,3
9,10,random,0,31,66,2
9,10,random,0,31,61,2
9,10,random,0,31,78,1
9,10,random,0,31,39,5
9,10,random,0,31,50,6
9,10,random,0,31,63,1
9,10,random,0,31,74,1
9,10,random,0,31,131,1
9,10,random,0,31,87,2
9,10,random,0,31,79,2
9,10,random,0,31,136,1
9,10,random,0,31,70,2
9,10,random,0,31,76,2
9,10,random,0,31,67,1
9,10,random,0,31,83,1
9,10,random,0,31,98,1
9,10,random,0,31,100,1
9,10,random,0,31,118,1
9,10,random,0,32,61,1
9,10,random,0,32,12,97
9,10,random,0,32,27,14
9,10,random,0,32,13,54
9,10,random,0,32,19,20
9,10,random,0,32,10,127
9,10,random,0,32,39,8
9,10,random,0,32,42,7
9,10,random,0,32,33,9
9,10,random,0,32,59,3
9,10,random,0,32,8,17
9,10,random,0,32,23,18
9,10,random,0,32,21,15
9,10,random,0,32,11,116
9,10,random,0,32,48,9
9,10,random,0,32,16,29
9,10,random,0,32,86,1
9,10,random,0,32,24,16
9,10,random,0,32,20,18
9,10,random,0,32,17,31
9,10,random,0,32,22,11
9,10,random,0,32,30,13
9,10,random,0,32,41,6
9,10,random,0,32,14,32
